Date,Symbol,Crypto,Open,High,Low,Close,Volume,Tradecount
30-11-2021,UNI,Uniswap,20.26,21.48,19.55,21.25,35097353.46,142548
30-11-2021,VET,VeChain,0.12,0.13,0.12,0.12,125482093.41,391668
30-11-2021,XLM,Stellar Lumens,0.33,0.35,0.33,0.34,53983750.51,177804
30-11-2021,XMR,Monero,235.70,256.60,228.10,238.00,35587340.85,87789
30-11-2021,XRP,Ripple XRP,0.99,1.03,0.97,1.00,339684740.18,507111
29-11-2021,AAVE,Aave,238.60,251.20,233.10,249.70,19514534.81,101215
29-11-2021,ADA,Cardano,1.60,1.64,1.56,1.60,245164685.08,336923
02-02-2021,BTC,Bitcoin,33517.09,35984.33,33418.00,35466.24,2716321896.32,1789672
29-11-2021,DOGE,Dogecoin,0.21,0.23,0.20,0.22,398639243.04,529452
29-11-2021,DOT,Polkadot,35.75,37.53,35.40,37.10,270930920.94,417415
29-11-2021,ETH,Ethereum,4294.77,4458.92,4276.89,4444.53,1772611136.39,947503
29-11-2021,FIL,Filecoin,56.46,57.20,53.84,54.64,172519827.84,237796
29-11-2021,LINK,ChainLink,24.76,25.61,24.54,24.99,118292090.39,194904
29-11-2021,MATIC,Polygon,1.65,1.83,1.63,1.82,145436066.37,415230
29-11-2021,SHIB,Shiba Inu Coin,0.00,0.00,0.00,0.00,952266681.97,1685579
29-11-2021,SOL,Solana,200.71,212.75,199.63,204.09,299901553.19,545238
29-11-2021,TRX,Tron,0.10,0.10,0.09,0.10,364412444.93,213786
29-11-2021,UNI,Uniswap,20.12,20.48,19.60,20.26,22871960.58,69388
29-11-2021,VET,VeChain,0.12,0.12,0.11,0.12,100923646.84,266732
29-11-2021,XLM,Stellar Lumens,0.32,0.33,0.32,0.33,33698062.60,100123
29-11-2021,XMR,Monero,239.10,240.30,233.30,235.80,24078085.83,53255
29-11-2021,XRP,Ripple XRP,0.97,1.00,0.96,0.99,297699683.63,419716
28-11-2021,AAVE,Aave,232.90,239.10,218.30,238.60,17485662.79,83988
28-11-2021,ADA,Cardano,1.54,1.60,1.42,1.59,343379596.04,417724
03-02-2021,BTC,Bitcoin,35472.71,37662.63,35362.38,37618.87,2951232788.18,1881740
28-11-2021,DOGE,Dogecoin,0.20,0.21,0.19,0.21,171491689.54,248262
28-11-2021,DOT,Polkadot,35.16,35.85,32.21,35.76,353148799.12,406960
28-11-2021,ETH,Ethereum,4095.29,4298.51,3964.00,4294.78,1421535999.75,842343
28-11-2021,FIL,Filecoin,57.74,57.82,52.44,56.46,290719924.59,385361
28-11-2021,LINK,ChainLink,24.09,25.01,22.63,24.76,108229165.99,190976
28-11-2021,MATIC,Polygon,1.61,1.67,1.49,1.65,118934403.92,311126
28-11-2021,SHIB,Shiba Inu Coin,0.00,0.00,0.00,0.00,504626054.01,723434
28-11-2021,SOL,Solana,192.74,202.10,180.93,200.69,297730465.48,474798
28-11-2021,TRX,Tron,0.09,0.10,0.09,0.10,507591919.04,226584
28-11-2021,UNI,Uniswap,19.49,20.26,18.47,20.12,27958906.05,89408
28-11-2021,VET,VeChain,0.11,0.12,0.10,0.12,114090371.67,286771
28-11-2021,XLM,Stellar Lumens,0.33,0.33,0.30,0.32,36140560.59,104417
28-11-2021,XMR,Monero,228.10,239.40,219.90,239.10,21733022.04,53390
28-11-2021,XRP,Ripple XRP,0.95,0.97,0.88,0.97,310943922.61,432672
27-11-2021,AAVE,Aave,232.80,243.40,229.90,232.90,15777786.55,65818
27-11-2021,ADA,Cardano,1.53,1.59,1.53,1.54,168004728.68,238962
04-02-2021,BTC,Bitcoin,37620.26,38708.27,36161.95,36936.66,3452669022.15,2211866
27-11-2021,DOGE,Dogecoin,0.20,0.21,0.20,0.20,187032695.75,242164
27-11-2021,DOT,Polkadot,34.55,36.12,34.43,35.16,240751573.56,272723
27-11-2021,ETH,Ethereum,4041.20,4183.66,4028.34,4095.29,1133169071.35,723831
27-11-2021,FIL,Filecoin,52.80,59.48,52.57,57.73,397360481.54,543213
27-11-2021,LINK,ChainLink,23.96,24.99,23.78,24.10,97166554.05,156504
27-11-2021,MATIC,Polygon,1.64,1.73,1.59,1.61,94961596.63,256584
27-11-2021,SHIB,Shiba Inu Coin,0.00,0.00,0.00,0.00,540232710.00,869701
27-11-2021,SOL,Solana,192.37,199.39,190.61,192.74,201451693.23,367238
27-11-2021,TRX,Tron,0.09,0.10,0.09,0.09,331621049.04,182908
27-11-2021,UNI,Uniswap,19.25,20.16,19.22,19.49,16534273.51,63144
27-11-2021,VET,VeChain,0.11,0.12,0.11,0.11,69780711.99,172121
27-11-2021,XLM,Stellar Lumens,0.33,0.34,0.32,0.33,34869532.01,96663
27-11-2021,XMR,Monero,226.90,233.80,219.00,228.10,18992298.62,39072
27-11-2021,XRP,Ripple XRP,0.94,0.97,0.93,0.95,214040812.97,285945
26-11-2021,AAVE,Aave,263.20,263.80,225.40,232.80,46460360.72,179899
26-11-2021,ADA,Cardano,1.68,1.69,1.50,1.53,527707771.80,654915
05-02-2021,BTC,Bitcoin,36936.65,38310.12,36570.00,38290.24,2509278291.75,1853253
26-11-2021,DOGE,Dogecoin,0.22,0.22,0.19,0.20,466544938.32,638750
26-11-2021,DOT,Polkadot,39.48,39.62,33.67,34.56,595573466.44,731785
26-11-2021,ETH,Ethereum,4524.48,4551.00,3913.00,4041.20,2994490664.02,1654553
26-11-2021,FIL,Filecoin,55.37,59.49,51.20,52.80,564176693.95,732330
26-11-2021,LINK,ChainLink,26.41,26.59,22.90,23.96,260363332.65,402431
26-11-2021,MATIC,Polygon,1.93,1.97,1.59,1.64,308904748.58,944494
26-11-2021,SHIB,Shiba Inu Coin,0.00,0.00,0.00,0.00,969922511.42,1551772
26-11-2021,SOL,Solana,209.94,210.53,182.70,192.42,540229501.12,810627
26-11-2021,TRX,Tron,0.10,0.10,0.09,0.09,571062449.04,354329
26-11-2021,UNI,Uniswap,21.40,21.45,18.71,19.27,38380095.39,133749
26-11-2021,VET,VeChain,0.13,0.13,0.11,0.11,178628821.26,461340
26-11-2021,XLM,Stellar Lumens,0.34,0.35,0.30,0.33,87034655.31,248113
26-11-2021,XMR,Monero,248.30,249.60,216.60,226.90,30377630.27,66110
26-11-2021,XRP,Ripple XRP,1.04,1.05,0.91,0.94,635807297.34,818224
25-11-2021,AAVE,Aave,254.20,264.10,252.20,263.10,31985969.40,102524
25-11-2021,ADA,Cardano,1.67,1.75,1.62,1.68,364294545.64,545499
06-02-2021,BTC,Bitcoin,38289.32,40955.51,38215.94,39186.94,3922095148.93,2291646
25-11-2021,DOGE,Dogecoin,0.22,0.23,0.21,0.22,241902116.95,364136
25-11-2021,DOT,Polkadot,38.27,40.93,38.04,39.47,291275670.03,420429
25-11-2021,ETH,Ethereum,4270.10,4550.00,4248.27,4524.85,1962939107.45,1123629
25-11-2021,FIL,Filecoin,50.62,56.05,49.80,55.36,260944470.30,333404
25-11-2021,LINK,ChainLink,25.58,27.61,25.37,26.41,150830095.85,260578
25-11-2021,MATIC,Polygon,1.69,1.94,1.67,1.93,277077661.16,1171532
25-11-2021,SHIB,Shiba Inu Coin,0.00,0.00,0.00,0.00,1615973712.66,2958463
25-11-2021,SOL,Solana,205.76,216.35,201.93,209.97,370397490.60,577000
25-11-2021,TRX,Tron,0.10,0.10,0.10,0.10,242159263.65,235020
25-11-2021,UNI,Uniswap,20.80,21.65,20.57,21.39,29341703.80,88210
25-11-2021,VET,VeChain,0.12,0.13,0.12,0.13,132686461.96,359361
25-11-2021,XLM,Stellar Lumens,0.33,0.35,0.33,0.34,41761080.07,123853
25-11-2021,XMR,Monero,243.90,251.00,241.50,248.20,27282677.85,57881
25-11-2021,XRP,Ripple XRP,1.03,1.06,1.02,1.04,325685350.57,428975
24-11-2021,AAVE,Aave,269.80,272.10,251.10,254.30,28725483.90,100262
24-11-2021,ADA,Cardano,1.75,1.75,1.59,1.67,481392566.85,677158
07-02-2021,BTC,Bitcoin,39181.01,39700.00,37351.00,38795.69,3256521384.24,1976357
24-11-2021,DOGE,Dogecoin,0.23,0.23,0.21,0.22,251378365.12,365117
24-11-2021,DOT,Polkadot,40.76,40.92,38.04,38.28,284751411.11,387815
24-11-2021,ETH,Ethereum,4339.45,4373.94,4167.65,4269.36,1913428104.74,990018
24-11-2021,FIL,Filecoin,51.73,51.91,48.62,50.62,170435859.03,201678
24-11-2021,LINK,ChainLink,26.94,27.15,25.15,25.58,129261942.49,211476
24-11-2021,MATIC,Polygon,1.75,1.84,1.65,1.69,222609344.88,768143
24-11-2021,SHIB,Shiba Inu Coin,0.00,0.00,0.00,0.00,899360667.08,1502745
24-11-2021,SOL,Solana,221.76,222.47,200.14,205.70,396608869.99,578989
24-11-2021,TRX,Tron,0.10,0.10,0.10,0.10,311273311.78,267850
24-11-2021,UNI,Uniswap,22.21,22.31,20.53,20.80,29208907.51,100646
24-11-2021,VET,VeChain,0.13,0.13,0.12,0.12,117928853.70,302815
24-11-2021,XLM,Stellar Lumens,0.34,0.34,0.32,0.33,37832576.18,108246
24-11-2021,XMR,Monero,237.40,247.00,233.10,243.90,37457271.06,83857
24-11-2021,XRP,Ripple XRP,1.07,1.07,1.01,1.03,356216660.77,439717
23-11-2021,AAVE,Aave,263.60,277.60,261.30,269.80,49031019.67,191454
23-11-2021,ADA,Cardano,1.78,1.82,1.74,1.75,257575557.50,356275
08-02-2021,BTC,Bitcoin,38795.69,46794.45,37988.89,46374.87,5881536976.64,3230961
23-11-2021,DOGE,Dogecoin,0.22,0.24,0.21,0.23,373654997.76,581401
23-11-2021,DOT,Polkadot,39.48,41.47,38.54,40.78,278796802.92,402824
23-11-2021,ETH,Ethereum,4086.28,4385.59,4059.62,4339.44,2125825553.22,1098270
23-11-2021,FIL,Filecoin,51.76,52.13,50.34,51.73,169841857.79,219001
23-11-2021,LINK,ChainLink,26.77,27.57,26.17,26.94,125099886.44,210498
23-11-2021,MATIC,Polygon,1.56,1.76,1.54,1.75,172050269.73,571491
23-11-2021,SHIB,Shiba Inu Coin,0.00,0.00,0.00,0.00,480128042.20,851546
23-11-2021,SOL,Solana,215.58,226.08,210.91,221.75,360287368.57,579396
23-11-2021,TRX,Tron,0.10,0.10,0.10,0.10,391888074.87,229411
23-11-2021,UNI,Uniswap,20.96,22.34,20.76,22.20,29359585.59,115039
23-11-2021,VET,VeChain,0.13,0.13,0.12,0.13,120865894.53,287170
23-11-2021,XLM,Stellar Lumens,0.34,0.34,0.33,0.34,44118392.79,120161
23-11-2021,XMR,Monero,231.80,241.00,225.70,237.40,23610582.62,53431
23-11-2021,XRP,Ripple XRP,1.04,1.07,1.02,1.07,357152586.71,445652
22-11-2021,AAVE,Aave,266.70,268.80,256.20,263.80,29448809.63,112804
22-11-2021,ADA,Cardano,1.84,1.84,1.76,1.78,259359138.25,353637
09-02-2021,BTC,Bitcoin,46374.86,48142.19,44961.09,46420.42,5386255398.02,3119034
22-11-2021,DOGE,Dogecoin,0.23,0.23,0.22,0.22,158579701.93,276869
22-11-2021,DOT,Polkadot,41.95,42.16,38.80,39.49,340615758.35,462814
22-11-2021,ETH,Ethereum,4259.70,4320.00,4022.74,4085.97,2167112891.87,1162581
22-11-2021,FIL,Filecoin,53.16,53.41,51.38,51.76,218643278.10,267189
22-11-2021,LINK,ChainLink,29.00,29.09,26.31,26.77,130553615.06,226323
22-11-2021,MATIC,Polygon,1.60,1.62,1.53,1.56,92759160.57,263060
22-11-2021,SHIB,Shiba Inu Coin,0.00,0.00,0.00,0.00,475990194.86,828732
22-11-2021,SOL,Solana,230.56,231.99,211.60,215.59,541317085.39,956575
22-11-2021,TRX,Tron,0.11,0.11,0.10,0.10,469805422.67,303699
22-11-2021,UNI,Uniswap,21.62,22.31,20.72,20.95,40036680.00,146707
22-11-2021,VET,VeChain,0.13,0.13,0.12,0.13,129945899.31,316725
22-11-2021,XLM,Stellar Lumens,0.34,0.36,0.33,0.34,56188131.37,161010
22-11-2021,XMR,Monero,250.50,251.20,229.00,231.70,24938641.38,55922
22-11-2021,XRP,Ripple XRP,1.06,1.07,1.03,1.04,320708762.40,456389
21-11-2021,AAVE,Aave,274.10,274.30,264.00,266.40,25987710.19,85367
21-11-2021,ADA,Cardano,1.92,1.92,1.83,1.84,163849100.36,319204
10-02-2021,BTC,Bitcoin,46420.42,47310.00,43727.00,44807.58,4431650130.25,2891592
21-11-2021,DOGE,Dogecoin,0.23,0.23,0.23,0.23,133720139.53,212559
21-11-2021,DOT,Polkadot,42.09,43.56,40.64,41.94,278048692.58,522275
21-11-2021,ETH,Ethereum,4412.17,4451.00,4242.41,4258.31,1479842945.95,836925
21-11-2021,FIL,Filecoin,54.40,54.50,53.00,53.15,142136998.50,160323
21-11-2021,LINK,ChainLink,28.37,29.26,27.69,28.98,108852048.04,187839
21-11-2021,MATIC,Polygon,1.66,1.67,1.59,1.60,65256005.14,169142
21-11-2021,SHIB,Shiba Inu Coin,0.00,0.00,0.00,0.00,442606652.38,790897
21-11-2021,SOL,Solana,217.64,240.00,210.53,230.51,420452594.57,728927
21-11-2021,TRX,Tron,0.11,0.11,0.10,0.11,429210341.92,298604
21-11-2021,UNI,Uniswap,22.03,22.17,21.38,21.62,19509170.82,76086
21-11-2021,VET,VeChain,0.14,0.14,0.13,0.13,100320142.03,243463
21-11-2021,XLM,Stellar Lumens,0.35,0.35,0.34,0.34,29165778.75,78715
21-11-2021,XMR,Monero,247.30,253.70,241.80,250.50,16536529.65,39980
21-11-2021,XRP,Ripple XRP,1.10,1.10,1.05,1.06,245324674.69,343512
20-11-2021,AAVE,Aave,279.30,280.90,267.20,274.10,27953995.92,85158
20-11-2021,ADA,Cardano,1.86,1.96,1.86,1.92,243387633.59,454244
11-02-2021,BTC,Bitcoin,44807.58,48678.90,43994.02,47969.51,4185630934.41,2570949
20-11-2021,DOGE,Dogecoin,0.23,0.24,0.22,0.23,147517458.13,237113
20-11-2021,DOT,Polkadot,41.23,42.10,39.83,42.10,239855623.27,392290
20-11-2021,ETH,Ethereum,4294.75,4435.88,4199.86,4412.17,1577172914.22,888090
20-11-2021,FIL,Filecoin,53.73,55.23,52.22,54.39,163835233.83,209071
20-11-2021,LINK,ChainLink,28.27,28.72,27.26,28.36,127393978.80,184246
20-11-2021,MATIC,Polygon,1.62,1.68,1.56,1.66,93467078.26,246068
20-11-2021,SHIB,Shiba Inu Coin,0.00,0.00,0.00,0.00,695416185.07,1064396
20-11-2021,SOL,Solana,215.25,221.17,205.84,217.63,334473495.73,549721
20-11-2021,TRX,Tron,0.10,0.11,0.10,0.11,451391048.27,251450
20-11-2021,UNI,Uniswap,21.20,22.03,20.92,22.02,26336671.99,99399
20-11-2021,VET,VeChain,0.14,0.14,0.13,0.14,115666040.05,268590
20-11-2021,XLM,Stellar Lumens,0.35,0.36,0.34,0.35,36602531.67,118754
20-11-2021,XMR,Monero,238.40,251.90,237.00,247.20,21663968.06,52395
20-11-2021,XRP,Ripple XRP,1.09,1.10,1.06,1.10,273011333.84,388598
19-11-2021,AAVE,Aave,262.70,280.60,257.80,279.10,27783180.44,98970
19-11-2021,ADA,Cardano,1.79,1.89,1.75,1.86,264482742.11,439260
12-02-2021,BTC,Bitcoin,47968.66,48985.80,46125.00,47287.60,4080571908.97,2418841
19-11-2021,DOGE,Dogecoin,0.22,0.24,0.22,0.23,229179438.97,331987
19-11-2021,DOT,Polkadot,39.03,42.28,38.36,41.24,359833271.33,624573
19-11-2021,ETH,Ethereum,3996.90,4308.97,3973.01,4294.76,1740904041.28,984517
19-11-2021,FIL,Filecoin,51.71,54.48,51.13,53.73,231302957.25,272142
19-11-2021,LINK,ChainLink,26.55,28.85,26.08,28.27,138754406.88,235339
19-11-2021,MATIC,Polygon,1.50,1.63,1.48,1.62,98694099.52,257377
19-11-2021,SHIB,Shiba Inu Coin,0.00,0.00,0.00,0.00,1144454725.28,2030169
19-11-2021,SOL,Solana,195.19,219.59,188.99,215.25,559175543.83,854484
19-11-2021,TRX,Tron,0.10,0.11,0.10,0.10,575381215.87,325775
19-11-2021,UNI,Uniswap,20.09,21.31,19.77,21.20,25785521.38,77075
19-11-2021,VET,VeChain,0.13,0.14,0.13,0.14,150580325.13,325299
19-11-2021,XLM,Stellar Lumens,0.33,0.36,0.33,0.35,40332253.49,121001
19-11-2021,XMR,Monero,226.40,239.90,224.20,238.30,19062604.39,43755
19-11-2021,XRP,Ripple XRP,1.04,1.10,1.02,1.09,370490515.56,481533
18-11-2021,AAVE,Aave,284.40,288.40,255.20,262.50,35369082.87,141408
18-11-2021,ADA,Cardano,1.88,1.91,1.70,1.79,402087606.19,559018
13-02-2021,BTC,Bitcoin,47298.15,48150.00,46202.53,47153.69,3007710147.42,2058823
18-11-2021,DOGE,Dogecoin,0.24,0.24,0.22,0.22,323967645.26,406185
18-11-2021,DOT,Polkadot,42.75,43.27,37.53,39.03,588692131.90,856633
18-11-2021,ETH,Ethereum,4288.07,4344.81,3956.44,3996.90,2387588164.85,1319866
18-11-2021,FIL,Filecoin,56.13,58.20,48.53,51.71,605973186.83,660040
18-11-2021,LINK,ChainLink,29.19,29.72,25.82,26.55,195432231.21,337336
18-11-2021,MATIC,Polygon,1.64,1.70,1.44,1.49,154771929.13,360596
18-11-2021,SHIB,Shiba Inu Coin,0.00,0.00,0.00,0.00,924862344.36,1475132
18-11-2021,SOL,Solana,218.90,222.78,186.50,195.01,624208055.02,855574
18-11-2021,TRX,Tron,0.11,0.11,0.10,0.10,368082721.80,492058
18-11-2021,UNI,Uniswap,21.86,22.25,19.57,20.09,45478382.95,134144
18-11-2021,VET,VeChain,0.15,0.15,0.12,0.13,227030828.49,500604
18-11-2021,XLM,Stellar Lumens,0.35,0.36,0.31,0.33,58764003.50,181769
18-11-2021,XMR,Monero,241.70,244.30,223.90,226.40,34408880.43,89023
18-11-2021,XRP,Ripple XRP,1.10,1.17,1.02,1.04,762250060.68,965158
17-11-2021,AAVE,Aave,278.10,287.90,267.50,284.50,36271005.23,143993
17-11-2021,ADA,Cardano,1.87,1.89,1.80,1.88,384528006.43,546022
14-02-2021,BTC,Bitcoin,47156.78,49707.43,47014.17,48577.79,3584808348.83,2090070
17-11-2021,DOGE,Dogecoin,0.24,0.24,0.23,0.24,239701999.62,388896
17-11-2021,DOT,Polkadot,40.84,42.78,38.76,42.75,461011878.44,789733
17-11-2021,ETH,Ethereum,4209.59,4299.91,4063.48,4287.80,1980248927.71,1146593
17-11-2021,FIL,Filecoin,56.16,56.83,54.08,56.14,278266970.45,326155
17-11-2021,LINK,ChainLink,29.16,29.74,28.03,29.18,146908040.94,270697
17-11-2021,MATIC,Polygon,1.56,1.67,1.49,1.64,134232670.15,355269
17-11-2021,SHIB,Shiba Inu Coin,0.00,0.00,0.00,0.00,583634522.64,867562
17-11-2021,SOL,Solana,219.09,222.44,209.53,218.94,451229368.13,714591
17-11-2021,TRX,Tron,0.11,0.11,0.11,0.11,366513857.31,444358
17-11-2021,UNI,Uniswap,21.69,21.95,21.04,21.88,36381208.72,113369
17-11-2021,VET,VeChain,0.14,0.15,0.14,0.15,204529292.05,439649
17-11-2021,XLM,Stellar Lumens,0.34,0.35,0.33,0.35,42658325.08,127558
17-11-2021,XMR,Monero,240.90,244.70,230.70,241.60,27376701.01,74960
17-11-2021,XRP,Ripple XRP,1.09,1.11,1.06,1.10,416331389.15,503502
16-11-2021,AAVE,Aave,301.70,301.80,263.70,278.20,64048136.51,237771
16-11-2021,ADA,Cardano,2.02,2.02,1.76,1.87,511833926.73,915144
15-02-2021,BTC,Bitcoin,48580.47,49010.92,45570.79,47911.10,3782219060.66,2313155
16-11-2021,DOGE,Dogecoin,0.26,0.26,0.22,0.24,464932527.16,608934
16-11-2021,DOT,Polkadot,44.78,44.78,38.10,40.84,819109093.75,1104386
16-11-2021,ETH,Ethereum,4563.77,4563.77,4103.00,4209.76,3163788841.07,1741259
16-11-2021,FIL,Filecoin,60.94,60.94,52.00,56.15,524455637.73,620527
16-11-2021,LINK,ChainLink,32.05,32.06,28.00,29.16,307891678.69,586312
16-11-2021,MATIC,Polygon,1.69,1.69,1.46,1.56,209794910.34,473352
16-11-2021,SHIB,Shiba Inu Coin,0.00,0.00,0.00,0.00,1062063717.15,1799109
16-11-2021,SOL,Solana,238.18,238.21,213.81,219.04,576884837.30,922036
16-11-2021,TRX,Tron,0.12,0.12,0.11,0.11,505735055.25,856878
16-11-2021,UNI,Uniswap,24.00,24.00,20.34,21.68,103447119.69,289089
16-11-2021,VET,VeChain,0.16,0.16,0.14,0.14,314513871.12,701731
16-11-2021,XLM,Stellar Lumens,0.38,0.38,0.33,0.34,72420624.32,211915
16-11-2021,XMR,Monero,268.00,268.20,200.00,240.70,47168917.38,128414
16-11-2021,XRP,Ripple XRP,1.17,1.17,1.04,1.09,662858882.20,853020
15-11-2021,AAVE,Aave,315.30,317.30,299.10,301.70,37099479.19,112393
15-11-2021,ADA,Cardano,2.04,2.10,2.01,2.02,190858022.36,344074
16-02-2021,BTC,Bitcoin,47911.10,50689.18,47003.62,49133.45,4349983777.69,2199849
15-11-2021,DOGE,Dogecoin,0.26,0.27,0.26,0.26,204474518.93,269404
15-11-2021,DOT,Polkadot,46.39,47.46,44.50,44.77,304443112.87,454265
15-11-2021,ETH,Ethereum,4626.50,4772.01,4540.00,4563.78,1752738875.79,1061676
15-11-2021,FIL,Filecoin,62.54,63.42,60.17,60.94,165316522.77,206927
15-11-2021,LINK,ChainLink,33.75,34.50,31.98,32.04,140614159.62,292447
15-11-2021,MATIC,Polygon,1.73,1.77,1.69,1.69,85300702.99,205453
15-11-2021,SHIB,Shiba Inu Coin,0.00,0.00,0.00,0.00,688592672.77,1204034
15-11-2021,SOL,Solana,238.63,246.36,234.49,238.20,463075752.70,818787
15-11-2021,TRX,Tron,0.12,0.13,0.12,0.12,602087298.91,1358967
15-11-2021,UNI,Uniswap,24.57,25.90,23.73,24.00,48028356.98,126015
15-11-2021,VET,VeChain,0.16,0.18,0.16,0.16,236582040.12,724487
15-11-2021,XLM,Stellar Lumens,0.38,0.39,0.37,0.38,55033997.94,158740
15-11-2021,XMR,Monero,275.00,279.00,265.10,268.10,26286567.07,64491
15-11-2021,XRP,Ripple XRP,1.19,1.22,1.17,1.17,319547494.86,410956
14-11-2021,AAVE,Aave,312.60,317.60,309.60,315.10,26603527.08,92004
14-11-2021,ADA,Cardano,2.05,2.07,2.01,2.04,121939414.62,205494
17-02-2021,BTC,Bitcoin,49133.45,52618.74,48947.00,52119.71,4365831514.82,2514374
14-11-2021,DOGE,Dogecoin,0.26,0.27,0.26,0.26,292076559.78,353541
14-11-2021,DOT,Polkadot,47.07,47.83,45.02,46.39,215921873.11,375059
14-11-2021,ETH,Ethereum,4644.27,4696.05,4514.12,4626.50,1126786539.41,623491
14-11-2021,FIL,Filecoin,62.92,63.49,61.02,62.55,128064917.41,156220
14-11-2021,LINK,ChainLink,34.00,34.43,32.53,33.75,97034110.78,195747
14-11-2021,MATIC,Polygon,1.75,1.78,1.69,1.73,74985472.14,159737
14-11-2021,SHIB,Shiba Inu Coin,0.00,0.00,0.00,0.00,678529038.18,1193569
14-11-2021,SOL,Solana,241.58,242.00,230.40,238.64,253873402.65,591553
14-11-2021,TRX,Tron,0.11,0.12,0.11,0.12,312264829.06,615186
14-11-2021,UNI,Uniswap,24.66,25.02,24.01,24.57,23050331.32,81814
14-11-2021,VET,VeChain,0.16,0.16,0.15,0.16,91365210.70,249919
14-11-2021,XLM,Stellar Lumens,0.38,0.38,0.37,0.38,33143813.82,106855
14-11-2021,XMR,Monero,270.70,281.80,266.60,275.00,24532093.91,71942
14-11-2021,XRP,Ripple XRP,1.19,1.20,1.17,1.19,227345320.61,295787
13-11-2021,AAVE,Aave,308.50,314.50,302.80,312.60,24605248.76,92933
13-11-2021,ADA,Cardano,2.05,2.08,2.02,2.05,169168009.52,305777
18-02-2021,BTC,Bitcoin,52117.67,52530.00,50901.90,51552.60,3149973077.49,1891592
13-11-2021,DOGE,Dogecoin,0.26,0.26,0.25,0.26,188926935.43,225638
13-11-2021,DOT,Polkadot,45.90,47.55,44.86,47.07,279926960.72,498287
13-11-2021,ETH,Ethereum,4665.47,4707.60,4584.08,4644.28,1026142451.55,731125
13-11-2021,FIL,Filecoin,62.89,63.67,62.23,62.92,126647142.17,168255
13-11-2021,LINK,ChainLink,34.26,34.58,33.19,34.00,114282890.86,195578
13-11-2021,MATIC,Polygon,1.72,1.77,1.70,1.75,78230848.56,191860
13-11-2021,SHIB,Shiba Inu Coin,0.00,0.00,0.00,0.00,420456401.26,698085
13-11-2021,SOL,Solana,228.46,241.97,224.79,241.59,339685082.79,769225
13-11-2021,TRX,Tron,0.11,0.11,0.11,0.11,494409227.67,405133
13-11-2021,UNI,Uniswap,24.57,24.82,24.16,24.65,23359783.06,64254
13-11-2021,VET,VeChain,0.16,0.17,0.15,0.16,105566131.44,272156
13-11-2021,XLM,Stellar Lumens,0.38,0.38,0.37,0.38,34165327.87,105021
13-11-2021,XMR,Monero,260.70,275.00,258.10,270.70,19876194.44,56969
13-11-2021,XRP,Ripple XRP,1.19,1.20,1.17,1.19,284873053.13,353269
12-11-2021,AAVE,Aave,311.80,313.80,295.90,308.60,35935673.64,162857
12-11-2021,ADA,Cardano,2.08,2.10,1.99,2.05,327425649.60,457795
19-02-2021,BTC,Bitcoin,51552.61,56368.00,50710.20,55906.00,4251167827.68,2339215
12-11-2021,DOGE,Dogecoin,0.26,0.27,0.25,0.26,315947740.77,372462
12-11-2021,DOT,Polkadot,47.44,47.72,44.04,45.90,491599417.91,872012
12-11-2021,ETH,Ethereum,4719.00,4809.71,4507.85,4665.46,2146130116.87,1206412
12-11-2021,FIL,Filecoin,62.76,65.50,61.11,62.90,279479015.87,370304
12-11-2021,LINK,ChainLink,34.68,35.46,32.67,34.26,203926058.59,471402
12-11-2021,MATIC,Polygon,1.75,1.78,1.64,1.72,129212603.58,312016
12-11-2021,SHIB,Shiba Inu Coin,0.00,0.00,0.00,0.00,780430217.10,1234752
12-11-2021,SOL,Solana,233.34,239.09,220.83,228.48,484150570.23,892715
12-11-2021,TRX,Tron,0.11,0.11,0.10,0.11,415879347.86,305709
12-11-2021,UNI,Uniswap,25.38,25.70,23.89,24.56,45070914.18,149780
12-11-2021,VET,VeChain,0.17,0.17,0.15,0.16,141049413.56,384165
12-11-2021,XLM,Stellar Lumens,0.39,0.39,0.36,0.38,63744420.63,195623
12-11-2021,XMR,Monero,263.80,267.00,252.00,260.70,25121156.85,74387
12-11-2021,XRP,Ripple XRP,1.21,1.23,1.15,1.19,531437316.56,641731
11-11-2021,AAVE,Aave,312.40,319.20,307.10,311.90,30681964.24,129018
11-11-2021,ADA,Cardano,2.10,2.15,2.06,2.08,317911390.64,476574
20-02-2021,BTC,Bitcoin,55906.00,57700.46,53863.93,55841.19,4551890859.85,2642846
11-11-2021,DOGE,Dogecoin,0.26,0.27,0.25,0.26,354517007.41,438607
11-11-2021,DOT,Polkadot,46.74,49.44,45.55,47.44,445829246.23,866544
11-11-2021,ETH,Ethereum,4628.68,4779.00,4576.47,4719.00,1425610198.74,909164
11-11-2021,FIL,Filecoin,63.46,64.50,61.73,62.76,203717230.69,290481
11-11-2021,LINK,ChainLink,34.21,36.95,33.34,34.69,268520710.21,611974
11-11-2021,MATIC,Polygon,1.70,1.79,1.66,1.75,144467440.82,356707
11-11-2021,SHIB,Shiba Inu Coin,0.00,0.00,0.00,0.00,1554609933.56,2798822
11-11-2021,SOL,Solana,233.06,246.50,229.40,233.37,478333948.48,945124
11-11-2021,TRX,Tron,0.11,0.11,0.10,0.11,392402219.07,352290
11-11-2021,UNI,Uniswap,25.26,26.12,24.90,25.38,48233400.43,140665
11-11-2021,VET,VeChain,0.16,0.17,0.16,0.17,149161371.70,399427
